id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;pos1;pos2;pos3;lemma1;lemma2;lemma3;comments;full fragment;source words;source fragment
17251;pretérito perfecto compuesto;target;yes;yes;habéis;conseguido;;VHfin;VLadj;;haber;conseguir;;;Así que ... habéis conseguido la llave .;avez trouvé;Alors ... vous avez trouvé la clé .
17252;pretérito indefinido;target;yes;yes;gustó;;;VLfin;;;gustar;;;;- No le gustó el café .;a aimé;- Il a pas aimé le café .
17253;pretérito indefinido;target;yes;yes;curó;;;VLfin;;;curar;;;;Y te curó .;a guéri;Et ça t' a guéri .
17254;presente;target;yes;yes;tiene;;;VLfin;;;tener;;;;No es un delincuente como Mesrine , pero tiene frondosos antecedentes .;a rempli;C' est pas Mesrine , mais il a un casier bien rempli .
17255;pretérito perfecto compuesto;target;yes;yes;hemos;roto;;VHfin;VLadj;;haber;romper;;;Le hemos roto el casco a la nave ,;a brisé;On leur a brisé la colonne vertébrale .
17256;pretérito perfecto compuesto;target;yes;yes;Ha;oído;;VHfin;VLadj;;haber;oír;;;Ha oído grandes elogios a vuestra belleza .;a chanté;On lui a chanté votre beauté .
17257;pretérito perfecto compuesto;target;yes;yes;he;ofendido;;VHfin;VLadj;;haber;ofender;;;Lamento profundamente si en algo os he ofendido .;ai offensée;Je regrette si je vous ai offensée .
17258;pretérito perfecto compuesto;target;yes;yes;He;oido;;VHfin;VLadj;;haber;oido;;;He oido algo .;ai entendu;J' ai entendu quelque chose .
17259;pretérito perfecto compuesto;target;yes;yes;Has;hablado;;VHfin;VLadj;;haber;hablar;;;Has hablado con tu mujer ?;avez parlé;Vous avez parlé à votre femme ?
17260;pretérito indefinido;target;yes;yes;fueron;;;VLfin;;;ser;;;;¿ Como es que Barrie y Gerrie no se fueron en la moto ?;ont pris;Pourquoi Barrie et Gerrie n' ont pas pris le scooter ?
17261;pretérito indefinido;target;yes;yes;Destruyó;;;VLfin;;;destruir;;;;Destruyó la camioneta , mató a una familia y perdió su trabajo .;a ruiné;Il a ruiné la fourgonnette , tué une famille Et perdu son emploi .
17262;pretérito indefinido;target;yes;yes;trajimos;;;VLfin;;;traer;;;;Precisamente para eso , trajimos unas cosas .;ai apporté;J' ai donc apporté quelques outils .
17263;pretérito indefinido;target;yes;yes;Seguí;;;VLfin;;;seguir;;;;Seguí mi instinto .;ai suivi;J' ai suivi mon instinct .
17264;pretérito indefinido;target;yes;yes;Llegamos;;;VLfin;;;llegar;;;;"Llegamos a la tienda de comestibles .
Vimos a la novia de Rikkert , estaba cerrando la tienda .";est arrivés;On est arrivés à l' épicerie , et on est tombé sur la copine de Rikkert . elle fermait le magasin .
17265;pretérito indefinido;target;yes;yes;visitó;;;VLfin;;;visitar;;;;Anoche , un hada me visitó .;est venue;Cette nuit une fée est venue me voir .
17267;pretérito perfecto compuesto;target;yes;yes;has;hecho;;VHfin;VLadj;;haber;hacer;;;¿ Tú has hecho eso ?;as fait;C' est toi qui as fait ça ?
17269;pretérito indefinido;target;yes;yes;trataron;;;VLfin;;;tratar;;;;Cuando el oficial de policía y un cobrador trataron de explicarle fue muy directo y les cerró la puerta en las narices .;ont essayé;Quand un policier et un agent fiscal ont essayé de l' en dissuader Il leur a clairement fait comprendre qu' ils n' étaient pas les bienvenus .
17270;pretérito perfecto compuesto;target;yes;yes;ha;aparecido;;VHfin;VLadj;;haber;aparecer;;;Perdóneme , Señora , Ofelia ha aparecido .;a retrouvé;Madame , on a retrouvé la petite .
17271;pretérito indefinido;target;yes;yes;Hicimos;;;VLfin;;;hacer;;;;- Hicimos lo que pudimos , señor ,;a fait;- On a fait ce qu' on pouvait .
17272;pretérito indefinido;target;yes;yes;dijeron;;;VLfin;;;decir;;;;No fue eso lo que nos dijeron ?;ont dit;N' est-ce pas ce qu' ils ont dit ?
17273;pretérito indefinido;target;yes;yes;Trató;;;VLfin;;;tratar;;;;"Trató de engañarnos , "" Un truco fácil "" dijo ,";a essayé;Il a essayé de nous avoir .
17274;presente;target;yes;yes;están;predicando;;VEfin;VLger;;estar;predicar;;;Entonces están predicando contra su Reina .;ont prêché;Alors , ils ont prêché contre leur reine .
17275;pretérito indefinido;target;yes;yes;Nadó;;;VLfin;;;Nadó;;;;""" Tripulación aún a bordo , Nadó hacia U-96 , """;A nagé;"A nagé vers U-96 . """
17276;pretérito perfecto compuesto;target;yes;yes;Habéis;fallado;;VHfin;VLadj;;haber;fallar;;;¡ Habéis fallado , no podéis volver !;avez échoué;Vous avez échoué .
17277;pretérito indefinido;target;yes;yes;fueron;;;VLfin;;;ser;;;;Se fueron .;sont partis;- Ils sont partis , là .
17278;pretérito indefinido;target;yes;yes;hizo;;;VLfin;;;hacer;;;;Dios mío , ¿ qué le hizo ?;avez fait;Mon Dieu , que lui avez vous fait ?
17280;presente;target;yes;yes;merece;;;VLfin;;;merecer;;;;Después de todo lo que trabajó , bien se merece su seguro de desempleo .;avez mérité;Vous avez bien mérité vos Assedic .
17281;pretérito perfecto compuesto;target;yes;yes;habéis;dicho;;VHfin;VLadj;;haber;decir;;;¿ Qué habéis dicho ?;avez-vous dit;Qu' avez-vous dit ?
17282;other;target;yes;yes;atraco;;;NC;;;atraco;;;;Acaba de estar seis meses preso por el atraco a una joyería .;a braqué;Il a braqué une bijouterie .
17283;pretérito perfecto compuesto;target;yes;yes;Ha;girado;;NC;VLadj;;Ha;girar;;;Se escucha más fuerte , Ha girado , 55 grados ,;a fait;Il a fait demi-tour . 055 .
17284;pretérito indefinido;target;yes;yes;habló;;;VLfin;;;hablar;;;;El tartamudo habló de un informante .;a parlé;Le bègue nous a parlé d' un informateur .
17285;pretérito indefinido;target;yes;yes;Fue;disparada;;VSfin;VLadj;;ser;disparar;;;Fue disparada .;a servi;Elle a servi .
17286;pretérito indefinido;target;yes;yes;hiciste;;;VLfin;;;hacer;;;;¿ Por qué hiciste eso ?;avez tué;Pourquoi vous l' avez tué ?
17287;pretérito perfecto compuesto;target;yes;yes;has;estado;;VHfin;VEadj;;haber;estar;;;¿ Qué has hecho en los últimos tres meses que has estado viviendo aquí ?;as vécu;T' as fait quoi durant les trois derniers mois où t' as vécu ici ?
17288;pretérito indefinido;target;yes;yes;salvaste;;;VLfin;;;salvaste;;;;¡ Me salvaste la vida !;as sauvé;Tu m' as sauvé la vie !
17289;pretérito perfecto compuesto;target;yes;yes;ha;abandonado;;VHfin;VLadj;;haber;abandonar;;;¿ Acaso os ha abandonado ?;a abandonné;Il vous a abandonné ?
17290;pretérito indefinido;target;yes;yes;murió;;;VLfin;;;morir;;;;Y mientras lo piensas , llama a su hija de 15 años para decirle que su padre murió por culpa tuya .;est mort;Sa fille saura qu' il est mort à cause de toi .
17291;pretérito perfecto compuesto;target;yes;yes;Hemos;declarado;;VHfin;VLadj;;haber;declarar;;;Hemos declarado el estado de emergencia , y se han enviado equipos de rescate ...;avons déclaré;Nous avons déclaré l' état d' urgence , et avons envoyé des ambulanciers ...
17292;pretérito indefinido;target;yes;yes;Tuve;;;VLfin;;;tener;;;;- Tuve un accidente .;a eu;- Il y a eu un accident .
17293;pretérito indefinido;target;yes;yes;pescaron;;;VLfin;;;pescaron;;;;Me pescaron con 30 gramos .;ont chopé;Ils m' ont chopé avec 30g .
17294;pretérito indefinido;target;yes;yes;recé;;;VLfin;;;rezar;;;;Sabes , Driss recé mucho por ti .;ai prié;Tu sais , Driss j' ai prié pour toi .
17295;pretérito perfecto compuesto;target;yes;yes;has;dicho;;VHfin;VLadj;;haber;decir;;;- ¿ Qué has dicho ?;as dit;- Qu' est ce t' as dit ?
17297;pretérito indefinido;target;yes;yes;estuve;;;VEfin;;;estar;;;;cuán cerca estuve del peligro .;ai frôlé;combien j' ai frôlé le danger .
17299;pretérito perfecto compuesto;target;yes;yes;habéis;olvidado;;VHfin;VLadj;;haber;olvidar;;;¿ Lo habéis olvidado , Señor ?;Avez-vous oublié;Avez-vous oublié ?
17300;pretérito indefinido;target;yes;yes;dijo;;;VLfin;;;decir;;;;Ella no me dijo .;a dit;Elle m' a pas dit .
17301;pretérito indefinido;target;yes;yes;dió;;;VLfin;;;dar;;;;Fue la luna quien os dió a luz .;a engendrée;C' est la lune qui vous a engendrée .
17302;pretérito indefinido;target;yes;yes;olvidó;;;VLfin;;;olvidar;;;;¡ Se te olvidó mi pollo frito !;as oublié;T' as oublié mon poulet frit !
17303;pretérito indefinido;target;yes;yes;salieron;;;VLfin;;;salir;;;;Pero las cosas no salieron del todo bien .;sont passées;Mais les choses ne se sont pas passées très bien .
17304;pretérito perfecto compuesto;target;yes;yes;Han;debido;;VHfin;VMadj;;haber;deber;;;Han debido descubrir nuestro periscopio ,;ont dû;Ces fumiers ont dû voir le périscope sorti .
17305;pretérito indefinido;target;yes;yes;fue;;;VSfin;;;ser;;;;"Cuando seas mayor , lo entenderás .
No fue fácil para mí tampoco .";as été;Un jour tu te rendras compte que pour moi , ça n' as pas été facile .
17306;pretérito indefinido;target;yes;yes;fue;causado;;VSfin;VLadj;;ser;causar;;;He escuchado de fuentes confiables , que esto no fue causado por un error técnico sino que fue un ataque fallido contra Maaskantje ordenado por el gobierno holandés ... ... para matar a cinco hombres .;a été causé;J' ai entendu dire à partir de sources fiables , que cela n' a pas été causé par une erreur technique Mais par un attentat manqué sur Maaskantje , commandé par le gouvernement néerlandais ... ... Pour tuer cinq gars .
17308;pretérito perfecto compuesto;target;yes;yes;hemos;decidido;;VHfin;VLadj;;haber;decidir;;;"Pero para asegurarnos de que no se sientan frustrados hemos decidido que los muchachos les cuenten el resto de la historia ... ... así sabrán lo bonito que hubiera sido el final .
Bueno , muchachos .";avons décidé;Mais pour s' assurer que vous ne quitterez pas le film frustré Nous avons décidé que Richard et les autres allaient vous raconter le reste de l' histoire ... ... vous saurez au moins à quel point la fin ... ... aurait été bonne .
17309;pretérito indefinido;target;yes;yes;Entendí;;;VLfin;;;entender;;;;Entendí .;ai compris;J' ai compris .
17310;pretérito perfecto compuesto;target;yes;yes;He;seguido;;VHfin;VLadj;;haber;seguir;;;He seguido vuestro consejo en todo asunto de mi reino , pero vuestra política haría de Inglaterra parte de Francia o España .;ai suivi;J' ai toujours suivi vos conseils , mais ...
17311;pretérito perfecto compuesto;target;yes;yes;ha;muerto;;VHfin;ADJ;;haber;muerto;;;Su mujer ha muerto .;est morte;Votre femme est morte .
17312;presente;target;yes;yes;conoce;;;VLfin;;;conocer;;;;Envidiad a quien no conoce el amor .;a connu;Enviez un homme qui n' a jamais connu ça .
17313;pretérito indefinido;target;yes;yes;Soné;;;VLfin;;;Soné;;;;Soné el silbato , pero no sirvió de nada .;ai donné;J' ai donné des coups de sifflet , mais ils n' ont pas réagi .
17314;pretérito indefinido;target;yes;yes;Prometiste;;;NP;;;Prometiste;;;;¡ Prometiste obedecerme sin chistar !;avez promis;Vous avez promis d' obéir !
17315;pretérito perfecto compuesto;target;yes;yes;he;sufrido;;VHfin;VLadj;;haber;sufrir;;;¿ No he sufrido suficiente ya por amarla y demostrarlo ?;ai-je souffert;N' ai-je pas assez souffert de l' aimer et de le montrer ?
17316;pretérito indefinido;target;yes;yes;Descubriste;;;VLfin;;;Descubriste;;;;Descubriste mi punto flaco , la soberbia .;avez découvert;Vous avez découvert mon point faible :
17317;pretérito perfecto compuesto;target;yes;yes;Han;envenenado;;VHfin;VLadj;;haber;envenenar;;;Han envenenado a mi hijo .;ont empoisonné;Ils ont empoisonné mon enfant .
17318;pretérito perfecto compuesto;target;yes;yes;hemos;visto;;VHfin;VLadj;;haber;ver;;;No hemos visto un rayo de sol en 14 días , Hemos ido a la deriva ,;a vu;Ça fait 14 jours qu' on n' a pas vu le soleil .
17319;pretérito indefinido;target;yes;yes;fue;;;VLfin;;;ir|ser;;;;¿ Adónde se fue ?;est passé;Où c' est passé ?
17320;presente;target;yes;yes;pasa;;;VLfin;;;pasar;;;;- ¿ Qué pasa ahora ?;est passé;- Qu' est ce qui s' est passé ?
17321;pretérito indefinido;target;yes;yes;fue;atacada;;VSfin;VLadj;;ser;atacar;;;No sabemos por qué la ciudad de Schijndel fue atacada .;a été attaqué;Nous ne savons pas pourquoi la ville de Schijndel a été attaqué .
17322;pretérito indefinido;target;yes;yes;Cogieron;;;VLfin;;;coger;;;;- Cogieron a uno .;ont pris;- Ils en ont pris un vivant .
17323;pretérito perfecto compuesto;target;yes;yes;he;cometido;;VHfin;NC;;haber;cometido;;;Cómo puedo confesar un delito que no he cometido .;ai commis;Je ne peux avouer ce que je n' ai pas commis .
17324;pretérito indefinido;target;yes;yes;caíste;;;VLfin;;;caer;;;;¿ Te caíste con la moto ?;es tombé;T' es tombé en scooter ?
17325;pretérito perfecto compuesto;target;yes;yes;has;destruido;;VHfin;VLadj;;haber;destruir;;;Lo has destruido ...;as ruiné;T' as ruiné ...
17326;pretérito indefinido;target;yes;yes;pegué;;;VLfin;;;pegar;;;;Le pegué en el cuello .;ai frappé;Je l' ai frappé dans le cou .
17327;pretérito indefinido;target;yes;yes;predicaron;;;VLfin;;;predicaron;;;;Eso predicaron en los púlpitos .;ont prêché;Ils ont prêché contre .
17330;pretérito indefinido;target;yes;yes;Quebrantásteis;;;VLfin;;;Quebrantásteis;;;;- ¡ Quebrantásteis las reglas !;avez enfreint;- Vous avez enfreint une des règles !
17331;pretérito perfecto compuesto;target;yes;yes;He;visto;;VHfin;VLadj;;haber;ver;;;- He visto una luz a estribor ,;ai vu;- J' ai vu une ombre sur la droite .
17332;presente;target;yes;yes;Está;muerto;;VEfin;ADJ;;estar;muerto;;;Está muerto .;est mort;Il est mort .
17333;pretérito perfecto compuesto;target;yes;yes;ha;hundido;;VHfin;VLadj;;haber;hundir;;;Cuántos barcos ha hundido ?;avez-vous coulé;Combien de navires ennemis avez-vous coulé ?
17334;pretérito imperfecto;target;yes;yes;había;;;VHfin;;;haber;;;;"Además , con la música , había una buena mezcla y tuve una revelación .
Una luz sobre mí ...";a eu;Avec la musique , il y a eu un bon mélange et j' ai eu une révélation .
17335;pretérito perfecto compuesto;target;yes;yes;ha;traído;;VHfin;VLadj;;haber;traer;;;Es corresponsal de guerra , Incluso se ha traído una cámara ,;a pris;Il a même pris son appareil photo .
17336;pretérito indefinido;target;yes;yes;dio;;;VLfin;;;dar;;;;- A mí me dio 20- - - ¡ Ven !;ai trouvé;- J' ai trouvé 20 !
17337;pretérito indefinido;target;yes;yes;negaron;;;VLfin;;;negar;;;;Por orden de sus Majestades , la Reina María y el Rey Felipe , seremos testigos de la muerte en la hoguera de estos herejes protestantes , quienes negaron la autoridad de la única y verdadera Iglesia Católica , y de su Santidad el Papa .;ont renié;Sur ordre de leurs gracieuses Majestés , la reine Mary et le roi Philip , nous sommes ici pour porter au bûcher ces protestants hérétiques qui ont renié l' autorité de la seule vraie Eglise catholique et de sa Sainteté ,
17338;presente;target;yes;yes;Tengo;;;VLfin;;;tener;;;;Tengo mi cheque de desempleo .;ai obtenu;J' ai obtenu mes allocs du chômage .
17339;pretérito indefinido;target;yes;yes;Entendí;;;VLfin;;;entender;;;;- Entendí .;ai compris;- J' ai compris .
17340;pretérito indefinido;target;yes;yes;Oíste;;;VLfin;;;oír;;;;Los hicimos pedazos , Oíste cuando se rompieron las compuertas ?;avez entendu;Vous les avez entendu éclater ?
17341;pretérito perfecto compuesto;target;yes;yes;He;decidido;;VHfin;VLadj;;haber;decidir;;;He decidido otorgaros el título de Lord Burghley , para que gocéis vuestro retiro con mayor desahogo .;ai décidé;J' ai décidé de vous faire Lord Burghley .
17342;pretérito indefinido;target;yes;yes;encontré;;;VLfin;;;encontrar;;;;Por cierto me llevó tiempo pero lo encontré .;ai retrouvé;Au fait je l' ai enfin retrouvé .
17343;pretérito indefinido;target;yes;yes;desembarcaron;;;VLfin;;;desembarcar;;;;"Tropas N-N-Norte-Americanas ,
B-B-Británicas y C-C-Canadienses ... desembarcaron en una pequeña playa al norte de la F-F ...";ont débarqué;... Les troupes américaines , britanniques et canadiennes ont débarqué sur une petite plage du nord de la F-f-f .
17344;pretérito indefinido;target;yes;yes;Perdimos;;;VLfin;;;perder;;;;¡ Perdimos a los policías !;a semés;On les a semés .
17345;pretérito indefinido;target;yes;yes;murieron;;;VLfin;;;morir;;;;Aunque muchas personas murieron , no hay razón para entrar en pánico .;sont morts;Même si beaucoup de gens sont morts , il n' ya aucune raison de paniquer .
17346;pretérito indefinido;target;yes;yes;dieron;;;VLfin;;;dar;;;;Esta vez casi nos dieron ,;ont failli;Cette fois , ils ont bien failli nous piéger .
17347;pretérito perfecto compuesto;target;yes;yes;ha;salvado;;VHfin;VLadj;;haber;salvar;;;Dios ya ha salvado sus almas .;a sauvé;Ces gens là , Dieu a sauvé leurs âmes .
17348;pretérito perfecto compuesto;target;yes;yes;ha;respondido;;VHfin;VLadj;;haber;responder;;;No ha respondido a nuestros recordatorios de pago .;avez répondu;Vous n' avez pas répondu à nos rappels de paiement .
17349;pretérito indefinido;target;yes;yes;halló;;;VLfin;;;hallar;;;;Nadie , la halló la guardia .;a trouvée;Un garde l' a trouvée .
17350;pretérito indefinido;target;yes;yes;conocimos;;;VLfin;;;conocer;;;;Con Alice , mi mujer , nos conocimos a los 20 años en la universidad .;ai rencontré;J' ai rencontré ma femme , Alice , à 20 ans .
17351;pretérito indefinido;target;yes;yes;dijo;;;VLfin;;;decir;;;;El Capitán me dijo que si te comportas ...;a dit;Le Capitaine a dit que si tu m' obéis ...
17352;pretérito indefinido;target;yes;yes;hicimos;;;VLfin;;;hacer;;;;Los hicimos pedazos , Oíste cuando se rompieron las compuertas ?;a écrasés;On les a écrasés .
